"Crash_ID","$1000_Damage_to_Any_One_Person's_Property","Agency","At_Intersection_Flag","Construction_Zone_Flag","Crash_Date","Crash_Death_Count","Crash_Month","Crash_Not_Injured_Count","Crash_Severity","Crash_Time","Crash_Year","Day_of_Week","First_Harmful_Event","Hour_of_Day","Light_Condition","Manner_of_Collision","Median_Width","Number_of_Entering_Roads","Physical_Feature_1","Physical_Feature_2","Road_Class","Roadway_Type","Speed_Limit","Surface_Condition","Traffic_Control_Type","Weather_Condition","Driver_License_Class","Charge","Person_Age","Person_Alcohol_Specimen_Type_Taken","Person_Drug_Specimen_Type","Person_Drug_Test_Result","Person_Ethnicity","Person_Gender","Person_Helmet","Person_Injury_Severity","Person_Total_Injury_Count","injuries_report"
"16382164","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-04-30",0,"4",1,"C - POSSIBLE INJURY","803","2018","MONDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","2 - CLOUDY","5 - UNLICENSED","NO CHARGES",14,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"16394488","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-04-30",0,"4",1,"B - SUSPECTED MINOR INJURY","1200","2018","MONDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","96 - NONE","1 - CLEAR","5 - UNLICENSED","NO INSURANCE, FTYROW PRIVATE DRIVE, NO DRIVER LICENSE",20,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16394488","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-04-30",0,"4",1,"B - SUSPECTED MINOR INJURY","1200","2018","MONDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",48,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16388369","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-01",0,"5",1,"B - SUSPECTED MINOR INJURY","1423","2018","TUESDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",40,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",39,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16388369","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-01",0,"5",1,"B - SUSPECTED MINOR INJURY","1423","2018","TUESDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",40,"1 - DRY","8 - STOP SIGN","1 - CLEAR","98 - OTHER/OUT OF STATE","NO CHARGES",22,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16398816","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-01",0,"5",1,"A - SUSPECTED SERIOUS INJURY","1731","2018","TUESDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",3,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","INTERSTATE","4 OR MORE LANES, DIVIDED",55,"1 - DRY","9 - YIELD SIGN","1 - CLEAR","5 - UNLICENSED","DRIVING WHILE LICENSE INVALID",25,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16398816","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-01",0,"5",1,"A - SUSPECTED SERIOUS INJURY","1731","2018","TUESDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",3,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","INTERSTATE","4 OR MORE LANES, DIVIDED",55,"1 - DRY","9 - YIELD SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",50,"98 - OTHER (EXPLAIN IN NARRATIVE)","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
"17656575","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-02",0,"5",1,"B - SUSPECTED MINOR INJURY","1036","2018","WEDNESDAY","PEDALCYCLIST","10:00 - 10:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING LEFT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","8 - STOP SIGN","2 - CLOUDY","C - CLASS C","NO CHARGES",40,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"17656575","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-02",0,"5",1,"B - SUSPECTED MINOR INJURY","1036","2018","WEDNESDAY","PEDALCYCLIST","10:00 - 10:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING LEFT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","8 - STOP SIGN","2 - CLOUDY","C - CLASS C","NO CHARGES",36,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16388407","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-03",0,"5",1,"B - SUSPECTED MINOR INJURY","751","2018","THURSDAY","PEDALCYCLIST","07:00 - 07:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING LEFT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","16 - BIKE LANE","2 - CLOUDY","C - CLASS C","FTYROW INTO PRIVATE DRIVE",48,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16388407","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-03",0,"5",1,"B - SUSPECTED MINOR INJURY","751","2018","THURSDAY","PEDALCYCLIST","07:00 - 07:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING LEFT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","16 - BIKE LANE","2 - CLOUDY","C - CLASS C","NO CHARGES",23,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","4 - WORN, UNK DAMAGE","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"17985624","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-03",0,"5",2,"N - NOT INJURED","2239","2018","THURSDAY","PEDALCYCLIST","22:00 - 22:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",40,"1 - DRY","11 - CENTER STRIPE/DIVIDER","1 - CLEAR","C - CLASS C","NO CHARGES",26,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"17985624","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-03",0,"5",2,"N - NOT INJURED","2239","2018","THURSDAY","PEDALCYCLIST","22:00 - 22:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",40,"1 - DRY","11 - CENTER STRIPE/DIVIDER","1 - CLEAR","C - CLASS C","NO CHARGES",30,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","1 - MALE","1 - NOT WORN","N - NOT INJURED",0,"Person_Not_Injured"
"16394735","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-05",0,"5",0,"A - SUSPECTED SERIOUS INJURY","1548","2018","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",60,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","4 OR MORE LANES, DIVIDED",45,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",80,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","99 - UNKNOWN","1 - MALE","97 - NOT APPLICABLE","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
"16394735","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-05",0,"5",0,"A - SUSPECTED SERIOUS INJURY","1548","2018","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",60,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","4 OR MORE LANES, DIVIDED",45,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",47,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","2 - WORN, DAMAGED","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
"16399330","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-08",0,"5",1,"B - SUSPECTED MINOR INJURY","1859","2018","TUESDAY","PEDALCYCLIST","18:00 - 18:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",-1,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",48,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16399330","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-08",0,"5",1,"B - SUSPECTED MINOR INJURY","1859","2018","TUESDAY","PEDALCYCLIST","18:00 - 18:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",-1,"1 - DRY","96 - NONE","1 - CLEAR","5 - UNLICENSED","NO CHARGES",9,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","99 - UNKNOWN IF WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16399371","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-09",0,"5",2,"B - SUSPECTED MINOR INJURY","831","2018","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","5 - SIGNAL LIGHT","2 - CLOUDY","C - CLASS C","NO CHARGES",37,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16399371","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-09",0,"5",2,"B - SUSPECTED MINOR INJURY","831","2018","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","5 - SIGNAL LIGHT","2 - CLOUDY","C - CLASS C","NO CHARGES",25,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16399371","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-09",0,"5",2,"B - SUSPECTED MINOR INJURY","831","2018","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","5 - SIGNAL LIGHT","2 - CLOUDY","C - CLASS C","NO CHARGES",24,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","3 - WORN, NOT DAMAGED","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16400554","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-09",0,"5",1,"B - SUSPECTED MINOR INJURY","1900","2018","WEDNESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",-1,"1 - DRY","16 - BIKE LANE","1 - CLEAR","C - CLASS C","NO CHARGES",32,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16400554","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-09",0,"5",1,"B - SUSPECTED MINOR INJURY","1900","2018","WEDNESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",-1,"1 - DRY","16 - BIKE LANE","1 - CLEAR","98 - OTHER/OUT OF STATE","NO CHARGES",29,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","3 - WORN, NOT DAMAGED","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16412251","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-09",0,"5",1,"A - SUSPECTED SERIOUS INJURY","1413","2018","WEDNESDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",-1,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",31,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16412251","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-09",0,"5",1,"A - SUSPECTED SERIOUS INJURY","1413","2018","WEDNESDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",-1,"1 - DRY","96 - NONE","1 - CLEAR","5 - UNLICENSED","NO CHARGES",11,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","3 - WORN, NOT DAMAGED","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
"16409499","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-11",0,"5",4,"C - POSSIBLE INJURY","1723","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",44,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16409499","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-11",0,"5",4,"C - POSSIBLE INJURY","1723","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",64,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16409499","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-11",0,"5",4,"C - POSSIBLE INJURY","1723","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",10,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16409499","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-11",0,"5",4,"C - POSSIBLE INJURY","1723","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",0,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16409499","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-11",0,"5",4,"C - POSSIBLE INJURY","1723","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","5 - UNLICENSED","NO CHARGES",14,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"16420228","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-12",0,"5",1,"B - SUSPECTED MINOR INJURY","1430","2018","SATURDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - BACKING",0,"98 - OTHER (EXPLAIN IN NARRATIVE)","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",28,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16420228","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2018-05-12",0,"5",1,"B - SUSPECTED MINOR INJURY","1430","2018","SATURDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - BACKING",0,"98 - OTHER (EXPLAIN IN NARRATIVE)","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",41,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","3 - WORN, NOT DAMAGED","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16434809","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-15",0,"5",2,"B - SUSPECTED MINOR INJURY","1935","2018","TUESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","9 - YIELD SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",33,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16434809","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-15",0,"5",2,"B - SUSPECTED MINOR INJURY","1935","2018","TUESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","9 - YIELD SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",26,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16434809","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-15",0,"5",2,"B - SUSPECTED MINOR INJURY","1935","2018","TUESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","9 - YIELD SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",23,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16416395","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-17",0,"5",1,"C - POSSIBLE INJURY","1215","2018","THURSDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",40,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",43,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16416395","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-17",0,"5",1,"C - POSSIBLE INJURY","1215","2018","THURSDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",40,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NMV - WRONG WAY ONE WAY",27,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"16426958","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-17",0,"5",1,"B - SUSPECTED MINOR INJURY","1901","2018","THURSDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",-1,"1 - DRY","15 - CROSSWALK","1 - CLEAR","98 - OTHER/OUT OF STATE","FAILED TO YIELD RIGHT OF WAY - PEDESTRIAN CROSSWALK",53,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"16426958","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-17",0,"5",1,"B - SUSPECTED MINOR INJURY","1901","2018","THURSDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",-1,"1 - DRY","15 - CROSSWALK","1 - CLEAR","5 - UNLICENSED","NO CHARGES",26,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"16426966","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2018-05-18",0,"5",0,"A - SUSPECTED SERIOUS INJURY","1731","2018","FRIDAY","PEDALCYCLIST","17:00 - 17:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",-1,"1 - DRY","96 - NONE","1 - CLEAR","CM - CLASS C AND M","NO CHARGES",45,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","3 - WORN, NOT DAMAGED","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
